DATE,ACMH,ACSH,AWND,DASF,FMTM,MDSF,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
2021-09-09,,,,,,,,0.26,,0,0,,76,68,,,,270,90,,,,,21.9,48.1,,,1,,1,,,,,,,,,,,,,,,,
2021-09-10,,,6.04,,,,,0,,0,0,,74,63,,,,300,280,,,,,16.1,30,,,,,,,,,,,,,,,,,,,,,
2021-09-11,,,2.01,,,,,0,,0,0,,76,60,,,,250,260,,,,,10.1,23.9,,,,,,,,,,,,,,,,,,,,,
2021-09-12,,,4.03,,,,,0,,0,0,,81,66,,,,220,250,,,,,13,19.9,,,,,,,,,,,,,,,,,,,,,
2021-09-13,,,4.47,,,,,0.12,,0,0,,83,67,,,,280,260,,,,,12.1,19,,,1,,1,,,,,,,,,,,,,,,,
2021-09-14,,,1.57,,,,,0,,0,0,,80,67,,,,50,200,,,,,6.9,19.9,,,1,,,,,,,1,,,,,,,,,,,
2021-09-15,,,,,,,,0,,0,0,,85,71,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,
2021-09-16,,,,,,,,0,,0,0,,76,71,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2021-09-17,,,,,,,,0,,0,0,,75,69,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,
2021-09-18,,,,,,,,0,,0,0,,84,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-19,,,,,,,,0,,0,0,,76,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,,,,,,,,0,,0,0,,75,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-21,,,,,,,,0.09,,0,0,,76,63,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2021-09-22,,,,,,,,0.01,,0,0,,79,72,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2021-09-23,,,5.82,,,,,1.37,,0,0,,79,64,,,,220,200,,,,,10.1,33.1,,,1,,1,,,,,,,,,,,,,,,,
2021-09-24,,,4.03,,,,,0.66,,0,0,,72,57,,,,280,,,,,,12.1,,,,1,,,,,,,,,,,,,,,,,,
2021-09-25,,,0.89,,,,,0,,0,0,,75,57,,,,230,,,,,,13,,,,,,,,,,,,,,,,,,,,,,
2021-09-26,,,5.82,,,,,0,,0,0,,71,61,,,,310,300,,,,,13,23.9,,,,,,,,,,,,,,,,,,,,,
2021-09-27,,,,,,,,0,,0,0,,78,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-28,,,,,,,,0.27,,0,0,,71,61,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
2021-09-29,,,,,,,,0,,0,0,,68,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,,,,,,,,0,,0,0,,65,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,,,,,,,,0,,0,0,,67,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,,,,,,,,0,,0,0,,74,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-03,,,,,,,,0,,0,0,,77,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,,,,,,,0.15,,0,0,,73,62,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2021-10-05,,,2.46,,,,,0,,0,0,,65,60,,,,50,60,,,,,8.1,11,,,1,,,,,,,,,,,,,,,,,,
2021-10-06,,,1.34,,,,,0,,0,0,,69,61,,,,60,60,,,,,8.1,10.1,,,,,,,,,,,,,,,,,,,,,
2021-10-07,,,1.12,,,,,0,,0,0,,73,62,,,,240,240,,,,,6.9,8.9,,,1,,,,,,,,,,,,,,,,,,
2021-10-08,,,3.8,,,,,0,,0,0,,76,61,,,,70,110,,,,,10.1,17,,,1,,,,,,,,,,,,,,,,,,
2021-10-09,,,8.5,,,,,0,,0,0,,67,60,,,,60,80,,,,,15,23.9,,,,,,,,,,,,,,,,,,,,,
2021-10-10,,,9.84,,,,,0.11,,0,0,,66,61,,,,60,50,,,,,16.1,23.9,,,1,,,,,,,,,,,,,,,,,,
2021-10-11,,,6.71,,,,,0,,0,0,,71,61,,,,60,90,,,,,17,27.1,,,,,,,,,,,,,,,,,,,,,
2021-10-12,,,2.68,,,,,0,,0,0,,69,61,,,,90,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,
2021-10-13,,,1.34,,,,,0,,0,0,,69,61,,,,250,240,,,,,6.9,11,,,,,,,,,,,,,,,,,,,,,
2021-10-14,,,2.68,,,,,0,,0,0,,76,62,,,,290,280,,,,,10.1,14.1,,,1,,,,,,,,,,,,,,,,,,
2021-10-15,,,2.24,,,,,0,,0,0,,79,63,,0,,210,220,,,,,8.9,14.1,,,,,,,,,,,,,,,,,,,,,
2021-10-16,,,4.7,,,,,0.25,,0,0,,76,56,,,,280,290,,,,,19.9,32,,,1,,,,,,,1,,,,,,,,,,,
2021-10-17,,,6.26,,,,,0,,0,0,,61,51,,,,280,280,,,,,15,23,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,6.71,,,,,0,,0,0,,58,49,,,,290,310,,,,,17,29.1,,,,,,,,,,,,,,,,,,,,,
2021-10-19,,,5.37,,,,,0,,0,0,,66,47,,,,240,250,,,,,14.1,21.9,,,,,,,,,,,,,,,,,,,,,
2021-10-20,,,3.13,,,,,0,,0,0,,75,56,,,,280,240,,,,,12.1,19.9,,,,,,,,,,,,,,,,,,,,,
2021-10-21,,,3.8,,,,,0,,0,0,,73,59,,,,230,220,,,,,12.1,19.9,,,,,,,,,,1,,,,,,,,,,,
2021-10-22,,,4.7,,,,,0,,0,0,,69,57,,,,230,240,,,,,13,23,,,,,,,,,,,,,,,,,,,,,
2021-10-23,,,2.68,,,,,0.01,,0,0,,59,48,,,,40,290,,,,,10.1,16.1,,,,,,,,,,,,,,,,,,,,,
2021-10-24,,,3.13,,,,,0.03,,0,0,,59,47,,,,210,210,,,,,8.1,13,,,1,,,,,,,,,,,,,,,,,,
2021-10-25,,,3.8,,,,,0.23,,0,0,,73,55,,,,60,70,,,,,14.1,21.9,,,1,,1,,,,,,,,,,,,,,,,
2021-10-26,,,6.04,,,,,3.3,,0,0,,63,54,,,,70,70,,,,,19.9,29.1,,,1,,,,,,,,,,,,,,,,,,
2021-10-27,,,8.5,,,,,0.16,,0,0,,61,53,,,,30,20,,,,,16.1,28,,,1,,,,,,,,,,,,,,,,,,
2021-10-28,,,4.92,,,,,0,,0,0,,57,49,,,,60,60,,,,,12.1,17,,,,,,,,,,,,,,,,,,,,,
2021-10-29,,,8.72,,,,,0.41,,0,0,,56,47,,,,90,100,,,,,19.9,35.1,,,1,,1,,,,,,,,,,,,,,,,
2021-10-30,,,4.47,,,,,0.57,,0,0,,64,53,,,,70,70,,,,,19.9,30,,,1,,,,,,,,,,,,,,,,,,
2021-10-31,,,5.14,,,,,0.04,,0,0,,63,55,,,,250,240,,,,,13,21,,,1,,,,,,,,,,,,,,,,,,
2021-11-01,,,5.14,,,,,0,,0,0,,58,50,,,,310,290,,,,,12.1,21,,,,,,,,,,,,,,,,,,,,,
2021-11-02,,,2.91,,,,,0,,0,0,,53,44,,,,240,290,,,,,12.1,19,,,,,,,,,,,,,,,,,,,,,
2021-11-03,,,4.03,,,,,0,,0,0,,51,41,,,,310,300,,,,,13,19.9,,,,,,,,,,,,,,,,,,,,,
2021-11-04,,,3.58,,,,,0,,0,0,,50,39,,,,50,360,,,,,8.9,10.1,,,,,,,,,,,,,,,,,,,,,
2021-11-05,,,3.8,,,,,0,,0,0,,51,39,,,,50,50,,,,,12.1,18.1,,,,,,,,,,,,,,,,,,,,,
2021-11-06,,,2.46,,,,,0,,0,0,,52,40,,,,100,110,,,,,8.1,11,,,,,,,,,,,,,,,,,,,,,
2021-11-07,,,2.68,,,,,0,,0,0,,53,40,,,,20,30,,,,,8.1,13,,,1,,,,,,,,,,,,,,,,,,
2021-11-08,,,2.68,,,,,0,,0,0,,63,44,,,,30,40,,,,,10.1,17,,,,,,,,,,,,,,,,,,,,,
2021-11-09,,,2.68,,,,,0,,0,0,,68,50,,,,280,260,,,,,8.1,12.1,,,,,,,,,,,,,,,,,,,,,
2021-11-10,,,3.13,,,,,0,,0,0,,64,49,,,,290,250,,,,,15,21,,,,,,,,,,,,,,,,,,,,,
2021-11-11,,,4.7,,,,,0.01,,0,0,,61,45,,,,130,120,,,,,14.1,23,,,,,,,,,,,,,,,,,,,,,
2021-11-12,,,5.59,,,,,0.48,,0,0,,65,51,,,,170,170,,,,,14.1,30,,,1,,,,,,,1,,,,,,,,,,,
2021-11-13,,,4.92,,,,,0.33,,0,0,,62,40,,,,280,280,,,,,21.9,40,,,1,1,1,,1,,,,,,,,,,,,,,
2021-11-14,,,4.03,,,,,0.02,,0,0,,48,38,,,,210,210,,,,,13,23.9,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,,6.26,,,,,0,,0,0,,47,39,,,,270,270,,,,,18.1,31.1,,,,,,,,,,,,,,,,,,,,,
2021-11-16,,,5.59,,,,,0,,0,0,,49,36,,,,290,240,,,,,13,21.9,,,,,,,,,,,,,,,,,,,,,
2021-11-17,,,2.68,,,,,0,,0,0,,57,38,,,,140,190,,,,,10.1,19.9,,,,,,,,,,,,,,,,,,,,,
2021-11-18,,,5.37,,,,,0.09,,0,0,,69,46,,,,310,310,,,,,17,29.1,,,1,,,,,,,,,,,,,,,,,,
2021-11-19,,,8.5,,,,,0.01,,0,0,,48,39,,,,300,320,,,,,17,27.1,,,,,,,,,,,,,,,,,,,,,
2021-11-20,,,3.13,,,,,0,,0,0,,47,35,,,,220,190,,,,,10.1,16.1,,,,,,,,,,,,,,,,,,,,,
2021-11-21,,,3.36,,,,,0.01,,0,0,,56,44,,,,240,250,,,,,13,18.1,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,6.26,,,,,0.04,,0,0,,55,35,,,,300,300,,,,,16.1,23.9,,,1,,,,,,,,,,,,,,,,,,
2021-11-23,,,8.95,,,,,0,,0,0,,42,32,,,,300,300,,,,,18.1,31.1,,,,,,,,,,,,,,,,,,,,,
2021-11-24,,,4.7,,,,,0,,0,0,,45,30,,,,310,310,,,,,13,18.1,,,,,,,,,,,,,,,,,,,,,
2021-11-25,,,2.46,,,,,0.01,,0,0,,56,39,,,,230,220,,,,,8.9,15,,,,,,,,,,,,,,,,,,,,,
2021-11-26,,,9.62,,,,,0.12,,0,0,,47,37,,,,310,270,,,,,21,33.1,,,1,,,,,,,,,,,,,,,,,,
2021-11-27,,,8.05,,,,,0,,0,0,,39,34,,,,300,310,,,,,21,32,,,,,,,,,,,,,,,,,,,,,
2021-11-28,,,2.24,,,,,0,,0,0,,41,33,,,,250,240,,,,,13,17,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,,6.49,,,,,0,,0,0,,45,33,,,,300,290,,,,,15,21.9,,,,,,,,,,,,,,,,,,,,,
2021-11-30,,,5.14,,,,,0,,0,0,,41,31,,,,250,230,,,,,14.1,21.9,,,,,,,,,,,,,,,,,,,,,
2021-12-01,,,3.58,,,,,0,,0,0,,49,40,,,,240,230,,,,,12.1,19.9,,,,,,,,,,,,,,,,,,,,,
2021-12-02,,,5.82,,,,,0.04,,0,0,,58,45,,,,310,310,,,,,21.9,36,,,1,,,,,,,,,,,,,,,,,,
2021-12-03,,,8.5,,,,,0,,0,0,,48,37,,,,300,270,,,,,21,35.1,,,,,,,,,,,,,,,,,,,,,
2021-12-04,,,3.36,,,,,0,,0,0,,48,36,,,,240,240,,,,,12.1,18.1,,,,,,,,,,,,,,,,,,,,,
2021-12-05,,,2.68,,,,,0,,0,0,,49,39,,,,130,130,,,,,13,19,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,,5.82,,,,,0.42,,0,0,,61,43,,,,300,310,,,,,23.9,40,,,1,,,,,,,1,,,,,,,,,,,
2021-12-07,,,5.59,,,,,0,,0,0,,43,36,,,,300,300,,,,,19.9,34,,,,,,,,,,,,,,,,,,,,,
2021-12-08,,,4.92,,,,,0.04,,0,0,,42,34,,,,280,250,,,,,10.1,19.9,,,1,,,,,,,,,,,,,,,,,,
2021-12-09,,,5.59,,,,,0,,0,0,,39,31,,,,300,300,,,,,15,25.9,,,,,,,,,,,,,,,,,,,,,
2021-12-10,,,2.91,,,,,0,,0,0,,50,38,,,,230,200,,,,,13,19,,,,,,,,,,,,,,,,,,,,,
2021-12-11,,,6.04,,,,,0.17,,0,0,,66,45,,,,280,300,,,,,18.1,31.1,,,1,,,,,,,1,,,,,,,,,,,
2021-12-12,,,8.05,,,,,0,,0,0,,56,42,,,,270,320,,,,,19.9,34,,,,,,,,,,,,,,,,,,,,,
2021-12-13,,,7.61,,,,,0,,0,0,,53,40,,,,240,230,,,,,15,23.9,,,,,,,,,,,,,,,,,,,,,
2021-12-14,,,5.37,,,,,0,,0,0,,53,44,,,,60,240,,,,,12.1,16.1,,,,,,,,,,,,,,,,,,,,,
2021-12-15,,,5.14,,,,,0,,0,0,,57,40,,,,130,180,,,,,13,19,,,,,,,,,,,,,,,,,,,,,
2021-12-16,,,8.05,,,,,0,,0,0,,62,54,,,,240,230,,,,,17,30,,,,,,,,,,,,,,,,,,,,,
2021-12-17,,,7.16,,,,,0,,0,0,,60,48,,,,270,280,,,,,15,23.9,,,,,,,,,,,,,,,,,,,,,
2021-12-18,,,3.58,,,,,0.06,,0,0,,48,39,,,,40,50,,,,,10.1,15,,,1,,,,,,,1,,,,,,,,,,,
2021-12-19,,,6.49,,,,,0.02,,0,0,,45,28,,,,350,290,,,,,17,25.9,,,1,,,,,,,,,,,,,,,,,,
2021-12-20,,,5.37,,,,,0,,0,0,,37,25,,,,250,230,,,,,13,23.9,,,,,,,,,,,,,,,,,,,,,
2021-12-21,,,4.7,,,,,0,,0,0,,43,31,,,,240,220,,,,,14.1,21.9,,,,,,,,,,,,,,,,,,,,,
2021-12-22,,,6.93,,,,,0.12,,0,0,,47,33,,,,310,310,,,,,18.1,29.1,,,1,,,,,,,,,,,,,,,,,,
2021-12-23,,,4.92,,,,,0,,0,0,,36,31,,,,300,290,,,,,16.1,23,,,,,,,,,,,,,,,,,,,,,
2021-12-24,,,4.03,,,,,0.03,,0.2,0,,40,30,,,,70,90,,,,,12.1,14.1,,,1,,,,,,,1,,,,,,,,,,,
2021-12-25,,,2.91,,,,,0.16,,0,0,,52,36,,,,240,240,,,,,10.1,17,,,1,,,,,,,1,,,,,,,,,,,
2021-12-26,,,10.51,,,,,0,,0,0,,51,39,,,,300,310,,,,,21.9,31.1,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,4.47,,,,,0.09,,0,0,,39,34,,,,30,40,,,,,13,17,,,1,,,,,,,,,,,,,,,,,,
2021-12-28,,,4.7,,,,,0.05,,0,0,,47,36,,,,290,250,,,,,10.1,15,,,1,,,,,,,1,,,,,,,,,,,
2021-12-29,,,5.82,,,,,0.14,,0,0,,44,41,,,,50,60,,,,,13,17,,,1,,,,,,,,,,,,,,,,,,
2021-12-30,,,2.46,,,,,0.05,,0,0,,49,43,,,,170,180,,,,,8.1,12.1,,,1,,,,,,,1,,,,,,,,,,,
2021-12-31,,,2.46,,,,,0,,0,0,,55,48,,,,220,220,,,,,10.1,15,,,1,,,,,,,1,,,,,,,,,,,
2022-01-01,,,3.13,,,,,0.79,,0,0,,56,50,,,,60,60,,,,,10.1,15,,,1,,,,,,,,,,,,,,,,,,
2022-01-02,,,5.82,,,,,0.04,,0,0,,59,37,,,,300,300,,,,,18.1,30,,,1,,,,,,,,,,,,,,,,,,
2022-01-03,,,9.84,,,,,0,,0,0,,37,22,,,,350,360,,,,,18.1,29.1,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,6.04,,,,,0,,0,0,,34,19,,,,300,290,,,,,14.1,23,,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,5.59,,,,,0.23,,0,0,,47,31,,,,220,240,,,,,15,23,,,1,,,,,1,,,,,,,,,,,,,
2022-01-06,,,6.49,,,,,0,,0,0,,41,34,,,,280,270,,,,,17,27.1,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,8.72,,,,,0.38,,5.8,5.9,,34,25,,,,30,270,,,,,18.1,29.1,,,1,1,,,,,,1,,,,,,,,,,,
2022-01-08,,,6.04,,,,,0,,0,3.1,,30,20,,,,310,330,,,,,16.1,30,,,,,,,,,,,,,,,,,,,,,
2022-01-09,,,8.5,,,,,0.1,,0,3.1,,40,29,,,,240,220,,,,,16.1,23.9,,,1,,,,,,,,,,,,,,,,,,
2022-01-10,,,8.5,,,,,0,,0,0,,40,24,,,,300,300,,,,,23,36,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,7.38,,,,,0,,0,0,,24,15,,,,300,300,,,,,18.1,29.1,,,1,,,,,,,,,,,,,,,,,,
2022-01-12,,,6.04,,,,,0,,0,0,,40,20,,,,210,200,,,,,17,29.1,,,,,,,,,,,,,,,,,,,,,
2022-01-13,,,3.13,,,,,0,,0,0,,48,34,,,,60,70,,,,,8.1,12.1,,,,,,,,,,,,,,,,,,,,,
2022-01-14,,,8.28,,,,,0,,0,0,,43,21,,,,10,40,,,,,21.9,32,,,,,,,,,,,,,,,,,,,,,
2022-01-15,,,7.16,,,,,0,,0,0,,21,10,,,,10,20,,,,,14.1,21,,,,,,,,,,,,,,,,,,,,,
2022-01-16,,,8.5,,,,,0.37,,0.8,0,,37,10,,,,60,40,,,,,17,27.1,,,1,,,,,,,,,,,,,,,,,,
2022-01-17,,,10.07,,,,,1.16,,0,0,,44,34,,,,50,60,,,,,23.9,36,,,1,,,,,,,,,,,,,,,,,,
2022-01-18,,,9.17,,,,,0,,0,0,,36,29,,,,300,310,,,,,19.9,33.1,,,,,,,,,,,,,,,,,,,,,
2022-01-19,,,6.71,,,,,0,,0,0,,49,28,,,,240,200,,,,,15,27.1,,,,,,,,,,,,,,,,,,,,,
2022-01-20,,,6.71,,,,,0.3,,0,0,,46,22,,,,10,10,,,,,18.1,27.1,,,1,,,,,,,,,,,,,,,,,,
2022-01-21,,,7.83,,,,,0,,0,0,,22,14,,,,20,10,,,,,16.1,25.1,,,,,,,,,,,,,,,,,,,,,
2022-01-22,,,5.59,,,,,0,,0,0,,29,13,,,,250,30,,,,,13,19.9,,,,,,,,,,,,,,,,,,,,,
2022-01-23,,,5.37,,,,,0.02,,0.2,0,,37,24,,,,240,230,,,,,14.1,21.9,,,1,,,,,,,1,,,,,,,,,,,
2022-01-24,,,4.25,,,,,0,,0,0,,36,26,,,,210,210,,,,,15,19.9,,,,,,,,,,1,,,,,,,,,,,
2022-01-25,,,5.82,,,,,0,,0,0,,42,28,,,,280,270,,,,,13,19,,,,,,,,,,1,,,,,,,,,,,
2022-01-26,,,6.26,,,,,0,,0,0,,28,20,,,,300,300,,,,,16.1,23,,,,,,,,,,,,,,,,,,,,,
2022-01-27,,,5.37,,,,,0,,0,0,,32,17,,,,230,240,,,,,15,19.9,,,,,,,,,,1,,,,,,,,,,,
2022-01-28,,,4.7,,,,,0.13,,1.2,0,,32,29,,,,40,30,,,,,19.9,27.1,,,1,,,,,,,1,,,,,,,,,,,
2022-01-29,,,12.53,,,,,0.77,,7.3,5.9,,29,12,,,,350,350,,,,,23,32,,,1,1,,,,,,1,,,,,,,,,,,
2022-01-30,,,6.93,,,,,0,,0,7.1,,26,12,,,,300,290,,,,,17,30,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,3.8,,,,,0,,0,5.9,,31,21,,,,60,40,,,,,10.1,13,,,,,,,,,,,,,,,,,,,,,
2022-02-01,,,5.14,,,,,0,,0,5.9,,36,23,,,,50,50,,,,,13,17,,,,,,,,,,,,,,,,,,,,,
2022-02-02,,,2.91,,,,,0,,0,3.9,,47,32,,,,140,140,,,,,8.1,12.1,,,1,,,,,,,,,,,,,,,,,,
2022-02-03,,,3.8,,,,,0.42,,0,2,,52,42,,,,230,230,,,,,13,18.1,,,1,1,,,,,,,,,,,,,,,,,
2022-02-04,,,6.71,,,,,0.72,,0,0,,57,26,,,,340,350,,,,,14.1,25.1,,,1,,,,,1,,,,,,,,,,,,,
2022-02-05,,,8.72,,,,,0,,0,0,,27,19,,,,300,300,,,,,19.9,28,,,,,,,,,,,,,,,,,,,,,
2022-02-06,,,4.7,,,,,0,,0,0,,30,17,,,,50,130,,,,,10.1,15,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,3.58,,,,,0.15,,0,0,,37,30,,,,70,60,,,,,13,18.1,,,1,,,,,,,1,,,,,,,,,,,
2022-02-08,,,6.71,,,,,0.07,,0,0,,45,32,,,,270,300,,,,,16.1,25.1,,,1,,,,,,,,,,,,,,,,,,
2022-02-09,,,4.03,,,,,0,,0,0,,46,29,,,,180,200,,,,,12.1,18.1,,,,,,,,,,,,,,,,,,,,,
2022-02-10,,,5.14,,,,,0,,0,0,,54,37,,,,280,260,,,,,17,33.1,,,,,,,,,,,,,,,,,,,,,
2022-02-11,,,5.14,,,,,0,,0,0,,57,38,,,,190,170,,,,,14.1,25.9,,,,,,,,,,,,,,,,,,,,,
2022-02-12,,,7.61,,,,,0,,0,0,,59,42,,,,230,220,,,,,16.1,27.1,,,,,,,,,,,,,,,,,,,,,
2022-02-13,,,6.71,,,,,0.23,,1.6,1.2,,42,25,,,,10,10,,,,,13,19.9,,,1,,,,,,,1,,,,,,,,,,,
2022-02-14,,,8.72,,,,,0,,0,1.2,,25,16,,,,300,290,,,,,17,28,,,,,,,,,,,,,,,,,,,,,
2022-02-15,,,4.92,,,,,0,,0,0,,30,16,,,,230,280,,,,,10.1,17,,,,,,,,,,,,,,,,,,,,,
2022-02-16,,,5.82,,,,,0,,0,0,,49,28,,,,220,200,,,,,14.1,25.1,,,,,,,,,,,,,,,,,,,,,
2022-02-17,,,7.38,,,,,0.31,,0,0,,68,49,,,,230,190,,,,,16.1,25.1,,,1,,,,,,,,,,,,,,,,,,
2022-02-18,,,9.62,,,,,0.33,,0,0,,63,27,,,,300,280,,,,,21.9,40,,,1,,,,,,,,,,,,,,,,,,
2022-02-19,,,8.28,,,,,0,,0,0,,40,23,,,,290,280,,,,,21,38,,,,,,,,,,1,,,,,,,,,,,
2022-02-20,,,7.61,,,,,0,,0,0,,36,21,,,,310,310,,,,,18.1,29.1,,,,,,,,,,,,,,,,,,,,,
2022-02-21,,,4.47,,,,,0,,0,0,,55,32,,,,220,190,,,,,13,21.9,,,,,,,,,,,,,,,,,,,,,
2022-02-22,,,6.04,,,,,0.26,,0,0,,61,37,,,,160,140,,,,,16.1,25.9,,,1,,,,,,,1,,,,,,,,,,,
2022-02-23,,,8.28,,,,,0,,0,0,,68,35,,,,270,280,,,,,21.9,31.1,,,,,,,,,,,,,,,,,,,,,
2022-02-24,,,7.61,,,,,0,,0,0,,35,29,,,,40,290,,,,,16.1,23,,,,,,,,,,,,,,,,,,,,,
2022-02-25,,,8.28,,,,,0.74,,0.4,0,,41,26,,,,60,280,,,,,19.9,25.9,,,1,,,,,1,,,,,,,,,,,,,
2022-02-26,,,7.16,,,,,0,,0,0,,37,24,,,,300,300,,,,,17,25.1,,,,,,,,,,1,,,,,,,,,,,
2022-02-27,,,9.62,,,,,0,,0,0,,48,28,,,,240,360,,,,,19.9,29.1,,,,,,,,,,,,,,,,,,,,,
2022-02-28,,,5.82,,,,,0,,0,0,,36,26,,,,300,300,,,,,15,25.1,,,,,,,,,,,,,,,,,,,,,
2022-03-01,,,5.82,,,,,0,,0,0,,48,31,,,,180,200,,,,,14.1,23.9,,,,,,,,,,,,,,,,,,,,,
2022-03-02,,,5.37,,,,,0,,0,0,,52,40,,,,240,250,,,,,13,21,,,,,,,,,,,,,,,,,,,,,
2022-03-03,,,9.62,,,,,0.03,,0,0,,48,24,,,,300,320,,,,,18.1,30,,,,,,,,,,,,,,,,,,,,,
2022-03-04,,,5.37,,,,,0,,0,0,,37,21,,,,240,230,,,,,13,21,,,,,,,,,,,,,,,,,,,,,
2022-03-05,,,3.58,,,,,0,,0,0,,46,32,,,,160,130,,,,,13,21,,,,,,,,,,,,,,,,,,,,,
2022-03-06,,,5.37,,,,,0.06,,0,0,,68,43,,,,230,220,,,,,15,23,,,1,,,,,,,1,,,,,,,,,,,
2022-03-07,,,7.38,,,,,0.03,,0,0,,74,50,,,,280,270,,,,,29.1,49,,,,,,,,,,,,,,,,,,,,,
2022-03-08,,,9.17,,,,,0,,0,0,,50,39,,,,310,290,,,,,23,36,,,,,,,,,,,,,,,,,,,,,
2022-03-09,,,5.82,,,,,0.56,,0.4,0,,41,33,,,,80,60,,,,,14.1,18.1,,,1,,,,,,,,,,,,,,,,,,
2022-03-10,,,1.79,,,,,0,,0,0,,51,33,,,,140,40,,,,,8.1,11,,,1,,,,,,,1,,,,,,,,,,,
2022-03-11,,,4.47,,,,,0,,0,0,,55,40,,,,140,150,,,,,13,23,,,,,,,,,,,,,,,,,,,,,
2022-03-12,,,9.84,,,,,0.5,,0,0,,48,24,,,,310,320,,,,,25.9,44.1,,,1,,,,,,,1,,,,,,,,,,,
2022-03-13,,,8.95,,,,,0,,0,0,,35,22,,,,280,290,,,,,21.9,34,,,,,,,,,,1,,,,,,,,,,,
2022-03-14,,,5.59,,,,,0,,0,0,,56,33,,,,220,210,,,,,15,25.9,,,,,,,,,,,,,,,,,,,,,
2022-03-15,,,4.92,,,,,0,,0,0,,68,46,,,,280,240,,,,,13,19.9,,,,,,,,,,,,,,,,,,,,,
2022-03-16,,,4.47,,,,,0,,0,0,,67,48,,,,140,160,,,,,13,19.9,,,,,,,,,,,,,,,,,,,,,
2022-03-17,,,5.59,,,,,0.08,,0,0,,53,45,,,,60,50,,,,,14.1,19,,,1,1,,,,,,1,,,,,,,,,,,
2022-03-18,,,4.92,,,,,0,,0,0,,74,50,,,,150,160,,,,,12.1,19,,,1,,,,,,,1,,,,,,,,,,,
2022-03-19,,,2.68,,,,,0.05,,0,0,,70,49,,,,290,290,,,,,14.1,19.9,,,1,,1,,,,,1,,,,,,,,,,,
2022-03-20,,,8.05,,,,,0,,0,0,,61,46,,,,300,310,,,,,18.1,31.1,,,,,,,,,,,,,,,,,,,,,
2022-03-21,,,8.05,,,,,0,,0,0,,62,44,,,,310,280,,,,,17,27.1,,,,,,,,,,1,,,,,,,,,,,
2022-03-22,,,7.38,,,,,0,,0,0,,58,43,,,,310,300,,,,,16.1,25.1,,,,,,,,,,,,,,,,,,,,,
2022-03-23,,,7.61,,,,,0.06,,0,0,,49,38,,,,60,50,,,,,16.1,21.9,,,1,,,,,,,,,,,,,,,,,,
2022-03-24,,,11.41,,,,,0.93,,0,0,,47,38,,,,60,60,,,,,21.9,31.1,,,1,,,,,,,,,,,,,,,,,,
2022-03-25,,,4.25,,,,,0.02,,0,0,,60,44,,,,240,240,,,,,18.1,30,,,1,,,,,,,,,,,,,,,,,,
2022-03-26,,,6.04,,,,,0,,0,0,,53,42,,,,270,290,,,,,14.1,23,,,,,1,,,,,,,,,,,,,,,,
2022-03-27,,,10.51,,,,,0,,0,0,,46,28,,,,310,310,,,,,21,35.1,,,,,,,,,,,,,,,,,,,,,
2022-03-28,,,12.3,,,,,0,,0,0,,33,23,,,,270,300,,,,,23,35.1,,,,,,,,,,,,,,,,,,,,,
2022-03-29,,,10.51,,,,,0,,0,0,,38,24,,,,310,300,,,,,19.9,29.1,,,,,,,,,,,,,,,,,,,,,
